"loan_id","id","state_code","application_type","emp_length","emp_title","grade","home_ownership","issue_date","last_credit_pull_date","last_payment_date","loan_status","next_payment_date","member_id","purpose","sub_grade","term","verification_status","annual_income","dti","installment","int_rate","loan_amount","total_acc","total_payment"
2044,514874,"CA","INDIVIDUAL","3 years","Anschutz Entertainment Group","A","MORTGAGE","10-05-2021","13-04-2021","13-03-2021","Fully Paid","13-04-2021",665560,"credit card","A5"," 36 months","Not Verified",55000,0.043,156.41,0.0788,5000,16,5628
2045,1016330,"NY","INDIVIDUAL","3 years","Camp Venture","A","MORTGAGE","11-11-2021","16-04-2021","14-12-2021","Fully Paid","14-01-2022",1244038,"credit card","A5"," 36 months","Not Verified",22080,0.2141,212.75,0.089,6700,22,7659
2046,839036,"SC","INDIVIDUAL","3 years","Michelin North America","A","MORTGAGE","11-08-2021","16-05-2021","14-08-2021","Fully Paid","14-09-2021",1049172,"credit card","A5"," 36 months","Not Verified",40000,0.1923,69.44,0.0849,2200,12,2500
2047,546657,"CA","INDIVIDUAL","3 years","Cummins Insurance Agency","A","MORTGAGE","10-07-2021","13-07-2021","13-08-2021","Fully Paid","13-09-2021",704886,"credit card","A5"," 36 months","Not Verified",66384,0.1612,312.82,0.0788,10000,26,11262
2048,735574,"NC","INDIVIDUAL","3 years","Duke University Hospital","A","MORTGAGE","11-04-2021","16-03-2021","14-05-2021","Fully Paid","14-06-2021",932331,"credit card","A5"," 36 months","Not Verified",60000,0.1608,311.8,0.0766,10000,19,11225
2049,832835,"PA","INDIVIDUAL","4 years","Carnegie Mellon University","A","MORTGAGE","11-08-2021","14-08-2021","14-08-2021","Fully Paid","14-09-2021",1042330,"credit card","A1"," 36 months","Not Verified",79100,0.1311,99.53,0.0542,3300,14,3583
2050,756919,"GA","INDIVIDUAL","4 years","Ingenix","A","MORTGAGE","11-05-2021","14-05-2021","14-06-2021","Fully Paid","14-07-2021",956895,"credit card","A2"," 36 months","Not Verified",76000,0.0908,273.76,0.0599,9000,29,9855
2051,778309,"CA","INDIVIDUAL","4 years","Department of Defence, USAF","A","MORTGAGE","11-06-2021","14-04-2021","13-03-2021","Fully Paid","13-04-2021",980852,"credit card","A2"," 36 months","Not Verified",54216,0.1516,273.76,0.0599,9000,22,9697
2052,630965,"CA","INDIVIDUAL","4 years","Autodesk","A","MORTGAGE","10-12-2021","11-10-2021","11-09-2021","Fully Paid","11-10-2021",808330,"credit card","A2"," 36 months","Not Verified",121000,0.1346,109.18,0.0579,3600,36,3740
2053,769655,"FL","INDIVIDUAL","4 years","CAMERONSEARCH STAFFING","A","MORTGAGE","11-06-2021","15-11-2021","13-08-2021","Fully Paid","13-09-2021",971143,"credit card","A3"," 36 months","Not Verified",50000,0.1427,71.78,0.0699,2325,7,2562
2054,877288,"IL","INDIVIDUAL","4 years","Clements National Co.","A","MORTGAGE","11-09-2021","15-02-2021","14-10-2021","Fully Paid","14-11-2021",1092021,"credit card","A3"," 36 months","Not Verified",65000,0.1028,466.67,0.0751,15000,27,16800
2055,803032,"PA","INDIVIDUAL","4 years","Carnegie Mellon University","A","MORTGAGE","11-07-2021","14-08-2021","14-07-2021","Fully Paid","14-08-2021",1008756,"credit card","A3"," 36 months","Not Verified",79100,0.0569,489.33,0.0699,19150,14,17616
2056,662722,"GA","INDIVIDUAL","4 years","Northeast Georgia Health Systems","A","MORTGAGE","11-01-2021","16-05-2021","14-02-2021","Fully Paid","14-03-2021",847488,"credit card","A3"," 36 months","Not Verified",65000,0.2369,111.03,0.0692,3600,24,3997
2057,627214,"OH","INDIVIDUAL","4 years","swagelok","A","MORTGAGE","10-12-2021","14-04-2021","13-12-2021","Fully Paid","13-01-2022",803709,"credit card","A3"," 36 months","Not Verified",26400,0.0568,91.5,0.0617,3000,16,3295
2058,495468,"WA","INDIVIDUAL","4 years","Norris, Beggs & Simpson","A","MORTGAGE","10-03-2021","13-03-2021","13-04-2021","Fully Paid","13-05-2021",634652,"credit card","A3"," 36 months","Not Verified",36500,0.1131,262.99,0.0714,8500,24,9468
2059,431052,"AK","INDIVIDUAL","4 years","Situs Ergonomics","A","MORTGAGE","10-05-2021","14-03-2021","13-05-2021","Fully Paid","13-06-2021",511452,"credit card","A4"," 36 months","Not Verified",45760,0.2494,298.65,0.0751,9600,20,10752
2060,816096,"LA","INDIVIDUAL","4 years","Jones Walker","A","MORTGAGE","11-07-2021","14-07-2021","14-08-2021","Fully Paid","14-09-2021",1023822,"credit card","A4"," 36 months","Not Verified",114000,0.1632,373.22,0.0749,12000,41,13399
2061,757804,"NM","INDIVIDUAL","4 years","Sandia Corp.","A","MORTGAGE","11-05-2021","16-05-2021","12-08-2021","Fully Paid","12-09-2021",957885,"credit card","A4"," 36 months","Not Verified",61000,0.1875,248.82,0.0749,8000,27,8581
2062,436279,"LA","INDIVIDUAL","4 years","Retif","A","MORTGAGE","09-08-2021","10-02-2021","10-02-2021","Fully Paid","10-03-2021",521928,"credit card","A5"," 36 months","Not Verified",37000,0.0837,330.43,0.0894,10400,17,10766
2063,754870,"VA","INDIVIDUAL","4 years","Jones Adams Delp PC","A","MORTGAGE","11-05-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",954625,"credit card","A5"," 36 months","Not Verified",72072,0.0861,378.76,0.0849,12000,35,13479
2064,469382,"WY","INDIVIDUAL","4 years","McKee, Marburger, & Fagnant P.C. CPA","A","MORTGAGE","09-12-2021","16-04-2021","13-01-2021","Fully Paid","13-02-2021",591919,"credit card","A5"," 36 months","Not Verified",45000,0.1077,381.26,0.0894,12000,14,13726
2065,980234,"TX","INDIVIDUAL","4 years","Texans for Todd Staples","A","MORTGAGE","11-11-2021","14-07-2021","14-07-2021","Fully Paid","14-08-2021",1203411,"credit card","A5"," 36 months","Not Verified",76800,0.1894,381.04,0.089,12000,33,13690
2066,1011148,"NC","INDIVIDUAL","5 years","Solstas Lab Partners","A","MORTGAGE","11-11-2021","14-11-2021","14-11-2021","Fully Paid","14-12-2021",1238206,"credit card","A1"," 36 months","Not Verified",30576,0.0703,304.36,0.0603,10000,15,10957
2067,486468,"MN","INDIVIDUAL","5 years","OATI","A","MORTGAGE","10-02-2021","11-10-2021","11-10-2021","Fully Paid","11-11-2021",619971,"credit card","A1"," 36 months","Not Verified",77000,0.0238,45.91,0.0639,1500,12,1616
2068,884187,"CA","INDIVIDUAL","5 years","Target","A","MORTGAGE","11-09-2021","16-05-2021","13-01-2021","Fully Paid","13-02-2021",1099592,"credit card","A2"," 36 months","Not Verified",120000,0.1326,307.04,0.0662,10000,45,10678
2069,491388,"MN","INDIVIDUAL","5 years","St. Paul Public Schools","A","MORTGAGE","10-03-2021","16-05-2021","12-12-2021","Fully Paid","12-01-2022",627895,"credit card","A3"," 36 months","Not Verified",45691.7,0.0544,216.58,0.0714,7000,24,7790
2070,675652,"IL","INDIVIDUAL","5 years","Capital Merchant Solutions","A","MORTGAGE","11-04-2021","13-05-2021","12-05-2021","Fully Paid","12-06-2021",863475,"credit card","A3"," 36 months","Not Verified",49000,0.1867,83.27,0.0692,2700,18,2861
2071,872908,"CA","INDIVIDUAL","5 years","MWH Americas, INC","A","MORTGAGE","11-09-2021","14-09-2021","14-09-2021","Fully Paid","14-10-2021",1087134,"credit card","A4"," 36 months","Not Verified",60000,0.0096,217.72,0.0749,7000,7,7838
2072,415811,"GA","INDIVIDUAL","5 years","JM Waller Associates","A","MORTGAGE","09-06-2021","14-04-2021","11-09-2021","Fully Paid","11-10-2021",483669,"credit card","A4"," 36 months","Not Verified",50000,0.0684,383.37,0.0932,12000,9,13671
2073,854806,"IL","INDIVIDUAL","5 years","Wintersteen & Dunning","A","MORTGAGE","11-08-2021","15-12-2021","13-03-2021","Fully Paid","13-04-2021",1067080,"credit card","A4"," 36 months","Not Verified",65000,0.0908,513.18,0.0749,16500,20,17949
2074,530959,"CT","INDIVIDUAL","5 years","CT HOME MORTGAGE","A","MORTGAGE","10-06-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",686523,"credit card","A4"," 36 months","Not Verified",80000,0.0821,217.78,0.0751,7000,37,7820
2075,518295,"CA","INDIVIDUAL","5 years","Raytheon SAS","A","MORTGAGE","10-05-2021","16-05-2021","13-06-2021","Fully Paid","13-07-2021",669943,"credit card","A4"," 36 months","Not Verified",92000,0.1739,245,0.0751,10000,31,8820
2076,1055701,"PA","INDIVIDUAL","5 years","Metro Bankstae","A","MORTGAGE","11-12-2021","16-05-2021","14-03-2021","Fully Paid","14-04-2021",1287267,"credit card","A5"," 36 months","Not Verified",35000,0.1035,381.04,0.089,12000,19,13585
2077,1009664,"NC","INDIVIDUAL","5 years","CA Technologies","A","MORTGAGE","11-11-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1236429,"credit card","A5"," 36 months","Not Verified",187000,0.062,444.55,0.089,14000,32,16004
2078,610373,"SD","INDIVIDUAL","6 years","State of South Dakota","A","MORTGAGE","10-11-2021","13-11-2021","13-10-2021","Fully Paid","13-11-2021",782793,"credit card","A1"," 36 months","Not Verified",76000,0.1852,301.6,0.0542,10000,22,10857
2079,1025512,"CA","INDIVIDUAL","6 years","COUNTY OF ORANGE","A","MORTGAGE","11-11-2021","13-04-2021","13-04-2021","Fully Paid","13-05-2021",1254668,"credit card","A3"," 36 months","Not Verified",83625,0.0409,410.67,0.0751,13200,16,14261
2080,776995,"AZ","INDIVIDUAL","6 years","Southern Wine & Spirits of Arizona","A","MORTGAGE","11-06-2021","16-05-2021","14-03-2021","Fully Paid","14-04-2021",979428,"credit card","A3"," 36 months","Not Verified",46000,0.0107,463.09,0.0699,15000,37,16655
2081,910287,"NC","INDIVIDUAL","6 years","University of North Carolina","A","MORTGAGE","11-10-2021","14-10-2021","14-10-2021","Fully Paid","14-11-2021",1130838,"credit card","A4"," 36 months","Not Verified",38100,0.1506,122.04,0.079,3900,27,4393
2082,365969,"CO","INDIVIDUAL","6 years","Lake County School District","A","MORTGAGE","08-12-2021","15-06-2021","11-04-2021","Fully Paid","11-05-2021",377395,"credit card","A4"," 36 months","Not Verified",37500,0.1664,319.47,0.0932,10000,24,11414
2083,772189,"GA","INDIVIDUAL","6 years","University of Georgia","A","MORTGAGE","11-06-2021","14-07-2021","14-06-2021","Fully Paid","14-07-2021",974096,"credit card","A4"," 36 months","Not Verified",85000,0.2095,282.25,0.0749,9075,33,10161
2084,971457,"OH","INDIVIDUAL","6 years","Independence Excavating, Inc.","A","MORTGAGE","11-10-2021","16-05-2021","14-10-2021","Fully Paid","14-11-2021",1193195,"credit card","A4"," 36 months","Not Verified",90000,0.1635,488.13,0.079,15600,18,17573
2085,996712,"TX","INDIVIDUAL","6 years","Livable Forest Fence","A","MORTGAGE","11-10-2021","16-01-2021","14-11-2021","Fully Paid","14-12-2021",1221770,"credit card","A5"," 36 months","Not Verified",42000,0.0809,99.23,0.089,3125,7,3572
2086,475351,"CA","INDIVIDUAL","6 years","CHW","A","MORTGAGE","10-01-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",601681,"credit card","A5"," 36 months","Not Verified",110000,0.0547,190.63,0.0894,6000,29,6863
2087,454791,"CA","INDIVIDUAL","6 years","Inovis USA, Inc","A","MORTGAGE","09-11-2021","16-05-2021","12-11-2021","Fully Paid","12-12-2021",563508,"credit card","A5"," 36 months","Not Verified",95000,0.1552,381.26,0.0894,12000,16,13725
2088,433805,"CA","INDIVIDUAL","6 years","J F Shea Co., Inc.","A","MORTGAGE","09-12-2021","16-05-2021","12-12-2021","Fully Paid","12-01-2022",517070,"credit card","A5"," 36 months","Not Verified",125000,0.1316,508.35,0.0894,16000,46,18300
2089,1013155,"CA","INDIVIDUAL","7 years","Buckman-Mitchell, Inc.","A","MORTGAGE","11-11-2021","13-12-2021","13-12-2021","Fully Paid","13-01-2022",1240329,"credit card","A1"," 36 months","Not Verified",62000,0.2261,188.71,0.0603,6200,41,6733
2090,623521,"AZ","INDIVIDUAL","7 years","","A","MORTGAGE","10-12-2021","13-12-2021","13-12-2021","Fully Paid","13-01-2022",799100,"credit card","A3"," 36 months","Not Verified",55200,0.0378,183,0.0617,8900,10,6589
2091,434914,"CA","INDIVIDUAL","7 years","Self Employed","A","MORTGAGE","09-08-2021","12-08-2021","12-09-2021","Fully Paid","12-10-2021",519269,"credit card","A3"," 36 months","Not Verified",28000,0.2237,234.14,0.0774,7500,20,8429
2092,1015338,"AZ","INDIVIDUAL","7 years","Banner Gateway Medical Center","A","MORTGAGE","11-11-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1242990,"credit card","A4"," 36 months","Not Verified",70000,0.0713,391.13,0.079,12500,19,14081
2093,880264,"NJ","INDIVIDUAL","8 years","Millennium Dialysis Center","A","MORTGAGE","11-09-2021","16-05-2021","14-09-2021","Fully Paid","14-10-2021",1095236,"credit card","A1"," 36 months","Not Verified",85000,0.0833,380.45,0.0603,12500,27,13696
2094,451951,"IL","INDIVIDUAL","8 years","City of Darien","A","MORTGAGE","09-10-2021","12-10-2021","12-11-2021","Fully Paid","12-12-2021",557333,"credit card","A3"," 36 months","Not Verified",79618,0.0219,218.54,0.0774,7000,18,7867
2095,805593,"MI","INDIVIDUAL","8 years","Accident Fund Insurance","A","MORTGAGE","11-07-2021","16-05-2021","14-07-2021","Fully Paid","14-08-2021",1011654,"credit card","A4"," 36 months","Not Verified",85000,0.0943,388.78,0.0749,12500,21,13996
2096,522266,"CA","INDIVIDUAL","8 years","City of Los Angeles","A","MORTGAGE","10-05-2021","13-06-2021","13-06-2021","Fully Paid","13-07-2021",675544,"credit card","A4"," 36 months","Not Verified",88000,0.1961,311.11,0.0751,10000,18,11200
2097,690245,"CA","INDIVIDUAL","8 years","TiVo, Inc","A","MORTGAGE","11-03-2021","15-08-2021","14-03-2021","Fully Paid","14-04-2021",880652,"credit card","A4"," 36 months","Not Verified",48000,0.1372,446.55,0.0729,14400,25,16075
2098,500812,"WA","INDIVIDUAL","8 years","Nintendo of America","A","MORTGAGE","10-04-2021","11-06-2021","11-06-2021","Fully Paid","11-07-2021",643400,"credit card","A4"," 36 months","Not Verified",105000,0.0486,311.1,0.0751,10000,27,10396
2099,483174,"CA","INDIVIDUAL","8 years","Sacramento Police Department","A","MORTGAGE","10-02-2021","16-04-2021","12-09-2021","Fully Paid","12-10-2021",614785,"credit card","A5"," 36 months","Not Verified",58570.72,0.1014,344.09,0.0788,11000,17,12340
2100,353071,"CA","INDIVIDUAL","8 years","","A","MORTGAGE","08-08-2021","09-12-2021","09-12-2021","Fully Paid","09-01-2022",356544,"credit card","A5"," 36 months","Not Verified",84000,0.1611,134.42,0.0863,7500,13,4646
2101,672861,"NY","INDIVIDUAL","8 years","Falcon Express Lines","A","MORTGAGE","11-02-2021","15-09-2021","14-03-2021","Fully Paid","14-04-2021",860098,"credit card","A5"," 36 months","Not Verified",90000,0.132,249.44,0.0766,8000,16,8980
2102,803745,"GA","INDIVIDUAL","9 years","Fundtech Corporation","A","MORTGAGE","11-07-2021","14-06-2021","14-06-2021","Fully Paid","14-07-2021",1009537,"credit card","A1"," 36 months","Not Verified",90000,0.1041,301.6,0.0542,10000,24,10809
2103,826476,"CA","INDIVIDUAL","9 years","SoCalGas","A","MORTGAGE","11-08-2021","12-12-2021","12-08-2021","Fully Paid","12-09-2021",1035351,"credit card","A2"," 36 months","Not Verified",67000,0.1211,316.35,0.0599,10400,15,10935
2104,852817,"MD","INDIVIDUAL","9 years","Mount St. Mary's University","A","MORTGAGE","11-08-2021","16-05-2021","14-06-2021","Fully Paid","14-07-2021",1064940,"credit card","A2"," 36 months","Not Verified",90000,0.1143,194.68,0.0599,6400,22,7002
2105,466046,"CA","INDIVIDUAL","9 years","Anderson Financial Corporation","A","MORTGAGE","09-12-2021","12-03-2021","12-02-2021","Fully Paid","12-03-2021",585216,"credit card","A3"," 36 months","Not Verified",106300,0.0689,187.32,0.0774,6000,22,6660
2106,444618,"VA","INDIVIDUAL","9 years","City of Falls Church Police Department","A","MORTGAGE","09-10-2021","12-10-2021","12-10-2021","Fully Paid","12-11-2021",542281,"credit card","A3"," 36 months","Not Verified",77270.8,0.0733,93.66,0.0774,3000,11,3372
2107,358748,"FL","INDIVIDUAL","9 years","Orlando Regional Health","A","MORTGAGE","08-10-2021","12-07-2021","10-09-2021","Fully Paid","10-10-2021",365520,"credit card","A3"," 36 months","Not Verified",74000,0.1146,256.96,0.08,8200,34,8999
2108,833266,"CA","INDIVIDUAL","9 years","Unlimited Innovations Inc.","A","MORTGAGE","11-08-2021","13-02-2021","12-12-2021","Fully Paid","12-01-2022",1042827,"credit card","A4"," 36 months","Not Verified",90080.61,0.0673,171.06,0.0749,5500,7,5933
2109,289587,"AZ","INDIVIDUAL","9 years","Maricopa County","A","MORTGAGE","08-07-2021","16-04-2021","11-07-2021","Fully Paid","11-08-2021",289570,"credit card","A4"," 36 months","Not Verified",70000,0.0281,236.14,0.0832,7500,14,8501
2110,398466,"WI","INDIVIDUAL","9 years","Fox Lake Correctional Institution","A","MORTGAGE","09-05-2021","10-12-2021","10-12-2021","Fully Paid","10-01-2022",402954,"credit card","A4"," 36 months","Not Verified",54000,0.0658,383.37,0.0932,12000,14,13367
2111,695429,"PA","INDIVIDUAL","9 years","Compleat Restorations","A","MORTGAGE","11-03-2021","16-04-2021","13-07-2021","Fully Paid","13-08-2021",886504,"credit card","A4"," 36 months","Not Verified",50000,0.2069,310.1,0.0729,10000,15,11098
2112,473818,"CA","INDIVIDUAL","9 years","Professional Cadd Services, Inc.","A","MORTGAGE","10-01-2021","11-10-2021","11-10-2021","Fully Paid","11-11-2021",599120,"credit card","A4"," 36 months","Not Verified",54000,0.0998,316.11,0.0859,10000,32,11119
2113,463918,"TX","INDIVIDUAL","9 years","CITY OF ROWLETT","A","MORTGAGE","09-12-2021","15-11-2021","12-09-2021","Fully Paid","12-10-2021",581098,"credit card","A5"," 36 months","Not Verified",49000,0.1859,127.09,0.0894,4000,37,4539
2114,657197,"CA","INDIVIDUAL","< 1 year","Facebook","A","MORTGAGE","11-01-2021","12-12-2021","12-12-2021","Fully Paid","12-01-2022",840504,"credit card","A2"," 36 months","Not Verified",125000,0.2123,303.27,0.0579,10000,29,10768
2115,642843,"MI","INDIVIDUAL","< 1 year","Dell","A","MORTGAGE","11-01-2021","16-05-2021","13-03-2021","Fully Paid","13-04-2021",822744,"credit card","A2"," 36 months","Not Verified",100000,0.1687,199.4,0.0579,6575,39,7127
2116,460375,"CO","INDIVIDUAL","< 1 year","","A","MORTGAGE","09-11-2021","12-11-2021","12-12-2021","Fully Paid","12-01-2022",574553,"credit card","A3"," 36 months","Not Verified",30000,0.1768,202.93,0.0774,6500,23,7305
2117,641413,"IL","INDIVIDUAL","< 1 year","MPSC","A","MORTGAGE","10-12-2021","16-05-2021","14-01-2021","Fully Paid","14-02-2021",821045,"credit card","A4"," 36 months","Not Verified",61800,0.2006,46.01,0.0654,1500,23,1656
2118,61390,"TX","INDIVIDUAL","< 1 year","","A","MORTGAGE","10-02-2021","12-03-2021","12-03-2021","Fully Paid","12-04-2021",182594,"credit card","A5"," 36 months","Not Verified",148000,0.1698,125.13,0.0788,4000,19,4452
2119,652312,"OH","INDIVIDUAL","10+ years","Leesman Lighting","A","MORTGAGE","11-01-2021","14-01-2021","14-01-2021","Fully Paid","14-02-2021",834287,"credit card","A3"," 36 months","Not Verified",90000,0.1037,370.09,0.0692,12000,35,13324
2120,776969,"OH","INDIVIDUAL","10+ years","Shearers Foods Inc.","A","MORTGAGE","11-06-2021","14-06-2021","14-07-2021","Fully Paid","14-08-2021",979397,"credit card","A3"," 36 months","Not Verified",30000,0.1808,216.11,0.0699,7000,48,7780
2121,666999,"MN","INDIVIDUAL","10+ years","Black Box","A","MORTGAGE","11-02-2021","14-02-2021","14-02-2021","Fully Paid","14-03-2021",852744,"credit card","A4"," 36 months","Not Verified",40800,0.0409,37.22,0.0729,1200,15,1340
2122,491307,"TX","INDIVIDUAL","3 years","EMTC Quitman","A","MORTGAGE","10-03-2021","16-05-2021","12-11-2021","Fully Paid","12-12-2021",627737,"credit card","A5"," 36 months","Not Verified",69000,0.1682,187.69,0.0788,6000,41,6744
2123,461675,"WA","INDIVIDUAL","5 years","Auburn Foreign Car","A","MORTGAGE","10-01-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",577125,"credit card","A5"," 36 months","Not Verified",72000,0.0962,206.45,0.0788,6600,28,7433
2124,1033851,"LA","INDIVIDUAL","9 years","Gulf Craft Inc.","A","MORTGAGE","11-12-2021","16-05-2021","14-05-2021","Fully Paid","14-06-2021",1263435,"credit card","A2"," 36 months","Not Verified",47000,0.1677,230.28,0.0662,7500,20,8255
2125,400607,"TX","INDIVIDUAL","1 year","","A","MORTGAGE","09-05-2021","11-05-2021","11-05-2021","Fully Paid","11-06-2021",408543,"credit card","A5"," 36 months","Not Verified",75000,0.0618,96.29,0.0963,3000,21,3399
2126,458675,"MA","INDIVIDUAL","1 year","Tufts University","A","MORTGAGE","09-11-2021","16-05-2021","12-12-2021","Fully Paid","12-01-2022",571094,"credit card","A5"," 36 months","Not Verified",66996,0.177,285.95,0.0894,9000,43,10294
2127,400393,"MD","INDIVIDUAL","1 year","Capital Technology Services Inc","A","MORTGAGE","09-05-2021","12-04-2021","12-04-2021","Fully Paid","12-05-2021",443772,"credit card","A5"," 36 months","Not Verified",75000,0.1867,192.57,0.0963,6000,39,6928
2128,1021469,"CO","INDIVIDUAL","10+ years","National Park Service","A","MORTGAGE","11-11-2021","15-08-2021","13-04-2021","Fully Paid","13-05-2021",1250226,"credit card","A1"," 36 months","Not Verified",77000,0.0482,149.14,0.0603,4900,26,5052
2129,823787,"CA","INDIVIDUAL","10+ years","Bay Alarm","A","MORTGAGE","11-07-2021","16-05-2021","14-08-2021","Fully Paid","14-09-2021",1032378,"credit card","A1"," 36 months","Not Verified",96000,0.0513,180.96,0.0542,6000,39,6515
2130,603011,"TX","INDIVIDUAL","10+ years","Meadow ISD","A","MORTGAGE","10-10-2021","16-05-2021","13-11-2021","Fully Paid","13-12-2021",773707,"credit card","A1"," 36 months","Not Verified",82000,0.1611,271.44,0.0542,9000,44,9773
2131,785842,"PA","INDIVIDUAL","10+ years","Fred F. Groff Funeral Home","A","MORTGAGE","11-06-2021","13-02-2021","11-10-2021","Fully Paid","11-11-2021",989186,"credit card","A2"," 36 months","Not Verified",60000,0.1148,152.09,0.0599,5000,24,5073
2132,854309,"LA","INDIVIDUAL","10+ years","Family Worship Center Church","A","MORTGAGE","11-08-2021","16-02-2021","14-04-2021","Fully Paid","14-05-2021",1066547,"credit card","A2"," 36 months","Not Verified",63000,0.2217,133.84,0.0599,4400,38,4808
2133,980513,"TX","INDIVIDUAL","10+ years","APlus Net Solutions","A","MORTGAGE","11-10-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1203706,"credit card","A2"," 36 months","Not Verified",57700,0.2323,276.34,0.0662,9000,32,9948
2134,887527,"VA","INDIVIDUAL","10+ years","Virginia Polytechnic Inst. & State Univ.","A","MORTGAGE","11-09-2021","14-09-2021","14-10-2021","Fully Paid","14-11-2021",1103700,"credit card","A3"," 36 months","Not Verified",53000,0.2441,336,0.0751,10800,19,12096
2135,489772,"MI","INDIVIDUAL","10+ years","Paul Tally DDS","A","MORTGAGE","10-03-2021","12-12-2021","12-12-2021","Fully Paid","12-01-2022",624812,"credit card","A3"," 36 months","Not Verified",60000,0.0759,216.58,0.0714,7000,22,7790
2136,981005,"CA","INDIVIDUAL","10+ years","Triple A Containers, Inc.","A","MORTGAGE","11-11-2021","16-05-2021","14-11-2021","Fully Paid","14-12-2021",1204201,"credit card","A4"," 36 months","Not Verified",80000,0.1794,312.91,0.079,10000,26,11264
2137,445544,"NY","INDIVIDUAL","10+ years","Telcordia","A","MORTGAGE","10-01-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",544249,"credit card","A4"," 36 months","Not Verified",122000,0.0146,186.66,0.0751,6000,17,6720
2138,554925,"OK","INDIVIDUAL","10+ years","grda","A","MORTGAGE","10-07-2021","11-10-2021","11-10-2021","Fully Paid","11-11-2021",714733,"credit card","A4"," 36 months","Not Verified",60000,0.1402,420,0.0751,13500,35,14487
2139,495516,"GA","INDIVIDUAL","10+ years","US Army","A","MORTGAGE","10-03-2021","11-03-2021","11-03-2021","Fully Paid","11-04-2021",634717,"credit card","A5"," 36 months","Not Verified",95000,0.0918,281.53,0.0788,9000,34,9344
2140,475297,"NJ","INDIVIDUAL","10+ years","Pennsauken Twp","A","MORTGAGE","10-01-2021","13-02-2021","13-01-2021","Fully Paid","13-02-2021",601555,"credit card","A5"," 36 months","Not Verified",88000,0.1535,317.72,0.0894,10000,29,11439
2141,481155,"MA","INDIVIDUAL","10+ years","Boston College","A","MORTGAGE","10-02-2021","16-05-2021","13-02-2021","Fully Paid","13-03-2021",611871,"credit card","A5"," 36 months","Not Verified",135000,0.1409,406.65,0.0788,13000,45,14639
2142,571542,"NY","INDIVIDUAL","10+ years","city of white plains","A","MORTGAGE","10-08-2021","16-05-2021","11-12-2021","Fully Paid","11-01-2022",735176,"credit card","A5"," 36 months","Not Verified",90000,0.0676,187.69,0.0788,6000,43,6486
2143,499054,"AL","INDIVIDUAL","2 years","St. Vincent's Health System","A","MORTGAGE","10-03-2021","15-11-2021","12-07-2021","Fully Paid","12-08-2021",640338,"credit card","A1"," 36 months","Not Verified",55000,0.0356,110.17,0.0639,3600,32,3940
2144,634087,"AZ","INDIVIDUAL","2 years","Maricopa County Internal Audit","A","MORTGAGE","10-12-2021","13-05-2021","13-05-2021","Fully Paid","13-06-2021",812336,"credit card","A3"," 36 months","Not Verified",51000,0.1826,260.01,0.0617,12000,33,9324
2145,495367,"CA","INDIVIDUAL","2 years","Hewlett Foundation","A","MORTGAGE","10-03-2021","10-07-2021","10-08-2021","Fully Paid","10-09-2021",634510,"credit card","A3"," 36 months","Not Verified",250000,0.0277,123.76,0.0714,4000,47,4070
2146,573077,"CA","INDIVIDUAL","2 years","Elk Valley Rancheria","A","MORTGAGE","10-09-2021","16-05-2021","13-08-2021","Fully Paid","13-09-2021",737127,"credit card","A5"," 36 months","Not Verified",30000,0.004,250.25,0.0788,8000,12,9007
2147,892904,"NC","INDIVIDUAL","2 years","INC Research","A","MORTGAGE","11-09-2021","14-11-2021","12-06-2021","Fully Paid","12-07-2021",1109939,"credit card","A5"," 36 months","Not Verified",52000,0.0397,190.52,0.089,6000,14,6325
2148,442247,"KY","INDIVIDUAL","2 years","","A","MORTGAGE","09-09-2021","11-05-2021","11-05-2021","Fully Paid","11-06-2021",537074,"credit card","A5"," 36 months","Not Verified",50000,0.2318,349.49,0.0894,11000,62,12194
2149,484430,"CA","INDIVIDUAL","3 years","Sun Microsystems Inc","A","MORTGAGE","10-02-2021","10-04-2021","10-03-2021","Fully Paid","10-04-2021",616775,"credit card","A2"," 36 months","Not Verified",115000,0.0625,193.85,0.0676,6300,21,6336
2150,737329,"RI","INDIVIDUAL","3 years","Schnitzer Steel Ind.","A","MORTGAGE","11-04-2021","16-04-2021","12-04-2021","Fully Paid","12-05-2021",934488,"credit card","A3"," 36 months","Not Verified",85000,0.1172,222.06,0.0692,7200,28,7599
2151,441792,"AZ","INDIVIDUAL","3 years","Creighton School District","A","MORTGAGE","09-10-2021","11-06-2021","10-04-2021","Fully Paid","10-05-2021",536183,"credit card","A4"," 36 months","Not Verified",45000,0.0472,126.45,0.0859,4000,17,4161
2152,648443,"AR","INDIVIDUAL","3 years","ClearPointe Technology","A","MORTGAGE","11-01-2021","13-10-2021","13-10-2021","Fully Paid","13-11-2021",829573,"credit card","A4"," 36 months","Not Verified",71352,0.0797,276.01,0.0654,9000,29,9928
