"emp_id","emp_title","emp_length"
1586,"Thomas Wirig Doll","1 year"
1587,"MCDean","3 years"
1588,"Swiss Re Holding Corporation of America","< 1 year"
1589,"Arizona Department of Economic Security","7 years"
1590,"TechMD","3 years"
1591,"sysco eastern maryland","10+ years"
1592,"Dupont","1 year"
1593,"Gladding & Michel Inc.","4 years"
1594,"Rudy's Barbershop","4 years"
1595,"st. raphael's hospital","10+ years"
1596,"U.S Coast Guard","10+ years"
1597,"Central Florida Testing Laboratories","5 years"
1598,"Jpmorgan Chase","4 years"
1599,"David Dussault Plumbing&Heating","4 years"
1600,"CITCO Fund Services","2 years"
1601,"","1 year"
1602,"United Airlines","10+ years"
1603,"Associated Fresh Market","10+ years"
1604,"At&T","10+ years"
1605,"Herdman, Summers, and George, LLP","5 years"
1606,"MILLENNIUM BILTMORE HOTEL","10+ years"
1607,"California Pizza Kitchen","7 years"
1608,"U.S. Department of Veteran Affairs","9 years"
1609,"Nasoft USA","4 years"
1610,"Fairmont Hotel","< 1 year"
1611,"Colorado Department of Public Safety","10+ years"
1612,"hudson national golf club","10+ years"
1613,"","5 years"
1614,"Weiss Memorial Hospital","5 years"
1615,"Hawaiian Airlines","< 1 year"
1616,"Herson's Kia","8 years"
1617,"ourisma fairfax toyota","3 years"
1618,"good samaritan hospital","6 years"
1619,"seminole hard rock","3 years"
1620,"Kaiser Permanente","3 years"
1621,"DST Inc","7 years"
1622,"Saint Francis Health System","10+ years"
1623,"Waterstone Mortgage Corp.","8 years"
1624,"IBM","7 years"
1625,"volt","3 years"
1626,"Exact Software North America","4 years"
1627,"","10+ years"
1628,"vogue beauty salon","2 years"
1629,"Heritage Properties Inc.","2 years"
1630,"Owens Illinois","10+ years"
1631,"Allied Waste","10+ years"
1632,"Harmony School of Excellence","2 years"
1633,"","3 years"
1634,"BCI","4 years"
1635,"JPMorgan Chase","< 1 year"
1636,"Manhattan Center Studios, Inc.","4 years"
1637,"Univeristy of Phoenix","1 year"
1638,"Investigroup","4 years"
1639,"Bethesda Memorial Hospital","3 years"
1640,"FedEx Office","10+ years"
1641,"shell Oil","10+ years"
1642,"usps","6 years"
1643,"University Health Services","10+ years"
1644,"Visa Inc","10+ years"
1645,"TYLin INternational","4 years"
1646,"Mercy San Juan Medical Center","10+ years"
1647,"JPMORGAN CHASE","6 years"
1648,"university","4 years"
1649,"Giant Eagle","2 years"
1650,"SDGIN","1 year"
1651,"JC Penney","3 years"
1652,"staff die cutting LLC","4 years"
1653,"antico stone","7 years"
1654,"University of Minnesota","7 years"
1655,"Clark County Fire Dept.","2 years"
1656,"Los Angeles Unified School District","10+ years"
1657,"Rove Pest Control","< 1 year"
1658,"Medical Associates of Brevard","1 year"
1659,"YH America Inc.","5 years"
1660,"HMS Host","4 years"
1661,"TARGET CORPORATION","2 years"
1662,"Eq Cargo and trading corp","2 years"
1663,"Kofsky, Hartman & Weinger, PA","9 years"
1664,"Gannett Publishing Services","10+ years"
1665,"cargill","< 1 year"
1666,"General Motors","9 years"
1667,"Blank Rome LLP","5 years"
1668,"peak security inc","5 years"
1669,"The Bridge Assisted Living","5 years"
1670,"Safco capital Corporation","7 years"
1671,"MENS  WEARHOUSE","7 years"
1672,"Hartford Hospital","10+ years"
1673,"exclusive autoline inc","4 years"
1674,"Diocese of Florida","2 years"
1675,"Calvary Assembly Of God","10+ years"
1676,"morganam@t","8 years"
1677,"Rupp Baase Pfalzgraf Cunningham & Coppol","4 years"
1678,"St. Vincent Hospital","10+ years"
1679,"Crothall health Groups","7 years"
1680,"IBM","1 year"
1681,"Gilchrist County Property Appraiser","10+ years"
1682,"miami herald media company","8 years"
1683,"Ford Atlantic Fastener Corporation","4 years"
1684,"Photonics Industries Intl","5 years"
1685,"Liberty Mutual Ins","10+ years"
1686,"Power Nissan Chandler","< 1 year"
1687,"Belcan Corp","3 years"
1688,"La Costa Resort and Spa","4 years"
1689,"Smith & Warren","3 years"
1690,"Salisbury Behavioral Health INC.","6 years"
1691,"Hoffman Building Technologies","7 years"
1692,"Aerotek Scientific","3 years"
1693,"Bank of Oklahoma","8 years"
1694,"California Department of Public Health","10+ years"
1695,"sharp memmorial hospital","10+ years"
1696,"Jim Hughes plumbing and heating","7 years"
1697,"Commerce Lexington","1 year"
1698,"Citi Cards","8 years"
1699,"Action Link","< 1 year"
1700,"Ernst & Young LLP","4 years"
1701,"DCP Midstream","4 years"
1702,"U.S. House of Representatives","1 year"
1703,"Rexnord Industries","7 years"
1704,"RML Specialty Hospital Hinsdale","< 1 year"
1705,"Houston ISD","10+ years"
1706,"","2 years"
1707,"John Deere","10+ years"
1708,"Department of Homeland Security","2 years"
1709,"GoodNeighbor Assisting Living","6 years"
1710,"southrenmultyfood","4 years"
1711,"HEALTHCARE PLUS CORP.","6 years"
1712,"Pacific university","6 years"
1713,"A. Cook Associates, Inc.","10+ years"
1714,"anchor towing and marine transport","6 years"
1715,"Rush Warehouse","< 1 year"
1716,"gypsy 05 inc","1 year"
1717,"Lands' End","< 1 year"
1718,"rite aid","10+ years"
1719,"Easy Eddies","2 years"
1720,"icon parking","3 years"
1721,"Coldwell Banker Pacific Properties","9 years"
1722,"Dr. Robert Hood, DDS","3 years"
1723,"Investor's Business Daily","3 years"
1724,"Thinc Systems Inc","4 years"
1725,"LSR","2 years"
1726,"Roswell","< 1 year"
1727,"wyoming valley hospital","< 1 year"
1728,"Bensamochan and Poghosyan","2 years"
1729,"Wrenshall Public School District #100","10+ years"
1730,"Agri-Empresa, LLC","3 years"
1731,"Aramark Sports and Entertainment","5 years"
1732,"Body Details, Inc.","1 year"
1733,"MORGAN STANLEY","5 years"
1734,"Zila, Inc.","2 years"
1735,"El Paso Corporation","5 years"
1736,"Cumulus Media","6 years"
1737,"State of Colorado","10+ years"
1738,"Wells Fargo","1 year"
1739,"Bright House Networks","2 years"
1740,"Audible Inc.","4 years"
1741,"Mossy Nissan Oceanside","7 years"
1742,"Trefethen Farming","2 years"
1743,"","7 years"
1744,"saint antoine residence","5 years"
1745,"Citigroup","10+ years"
1746,"FRCS","5 years"
1747,"Real Mex Foods","2 years"
1748,"JP Morgan Chase","10+ years"
1749,"kansas state university","5 years"
1750,"Auto motors of miami","6 years"
1751,"Peerless Pump Company","7 years"
1752,"A. F. Wolfers, Inc.","5 years"
1753,"Rush Univ Med Grp","1 year"
1754,"Self-Employed","< 1 year"
1755,"Self-employed","1 year"
1756,"ISO MERCHANT SERVICES","9 years"
1757,"Self-Employeed","< 1 year"
1758,"Viget Labs","1 year"
1759,"Squarewave Solutions, Ltd.","3 years"
1760,"Eastland Park Hotel","< 1 year"
1761,"","< 1 year"
1762,"Verizon","5 years"
1763,"Mando America","< 1 year"
1764,"State of Colorado, WRRC","4 years"
1765,"Equality Florida","9 years"
1766,"MMTG Inc","4 years"
1767,"Fannie Mae","4 years"
1768,"retired","< 1 year"
1769,"Chopsticks Asian Cuisine","3 years"
1770,"Hayes Concrete Construction","10+ years"
1771,"Honda performance development","10+ years"
1772,"Enfield Packing Plant","2 years"
1773,"Jennifer Convertibles","4 years"
1774,"Adco Commercial Printing & Graphics","8 years"
1775,"Jobfox Inc.","1 year"
1776,"KEYWELL CORPORATION LLC","10+ years"
1777,"County of San Diego DA's Office","3 years"
1778,"Whole Foods Market","10+ years"
1779,"burnet county public defenmders office","5 years"
1780,"salvation army thrift store","2 years"
1781,"LAS VEGAS METRO POLICE DEPARTMENT","5 years"
1782,"GEICO","5 years"
1783,"Skehan Home center","7 years"
1784,"Cascade Steel","9 years"
1785,"","< 1 year"
1786,"CBRE","10+ years"
1787,"Twin River Casino","2 years"
1788,"bob ridings ford","4 years"
1789,"CSAA","5 years"
1790,"Quill","6 years"
1791,"A. J. G.","10+ years"
1792,"Showcase Autos","7 years"
1793,"","< 1 year"
1794,"Paychex, Inc","10+ years"
1795,"","1 year"
1796,"Shorttimers Ltd","3 years"
1797,"Self","4 years"
1798,"Irvine Pharmaceutical Services","< 1 year"
1799,"","3 years"
1800,"CM Mitchel Inc","5 years"
1801,"Mount Clemens Regional Medical Center","8 years"
1802,"Braxton Financial LLC","5 years"
1803,"Tropicana/Naked Juice","2 years"
1804,"lake sumter ems","2 years"
1805,"Generac","3 years"
1806,"Group 1 Automotive","10+ years"
1807,"Cvs","10+ years"
1808,"Web Service Company LLC","10+ years"
1809,"RG Steel LLC.","3 years"
1810,"Downing Displays","6 years"
1811,"Dobbs Honda","8 years"
1812,"HSBC","3 years"
1813,"Almost Family","< 1 year"
1814,"Alpha Ecological Pest Control","6 years"
1815,"Entar.com","5 years"
1816,"Madison Hosppital","10+ years"
1817,"","< 1 year"
1818,"macys","3 years"
1819,"City of Akron, Ohio","5 years"
1820,"Creative Financial Group","3 years"
1821,"CIL","1 year"
1822,"Teva USA","1 year"
1823,"Aegis Communication","2 years"
1824,"Jerome H Seigel","4 years"
1825,"Chabad Israel Center","8 years"
1826,"","< 1 year"
1827,"Ranger Construction Inc.","1 year"
1828,"Volt Management Corp","10+ years"
1829,"Wegmans","10+ years"
1830,"King Ranch","3 years"
1831,"University of Colorado at Boulder","< 1 year"
1832,"United Nations","< 1 year"
1833,"monterey mushroom. inc","1 year"
1834,"otb","10+ years"
1835,"Cassidy Turley BRE Commercial","1 year"
1836,"the broadmoor","1 year"
1837,"Cyberbest Technologies","2 years"
1838,"Sharp Healthcare","2 years"
1839,"Aspen Dental","2 years"
1840,"Industrial Source","2 years"
1841,"Stevens Institute of Technology","3 years"
1842,"","3 years"
1843,"Gretna Police Dept.","4 years"
1844,"morton grinding, inc.","6 years"
1845,"J. L. Clark","6 years"
1846,"School District of Palm Beach County","1 year"
1847,"Hp Enterprise Services, LLC","1 year"
1848,"Speeds Express Deli","2 years"
1849,"","3 years"
1850,"FedCap Home Care","3 years"
1851,"Wells fargo bank","5 years"
1852,"lifespan","6 years"
1853,"TIEN TIEN FOOD CO","10+ years"
1854,"Presbyterian Homes","3 years"
1855,"Crowne Plaza","4 years"
1856,"harbour lights restaurant","8 years"
1857,"University of Illinois","8 years"
1858,"Antwerp Diamonds","< 1 year"
1859,"Conroy's Floral","1 year"
1860,"University of California","6 years"
1861,"Sonora Quest Laboratories","< 1 year"
1862,"US Army","9 years"
1863,"Polk Community College","< 1 year"
1864,"South Bay Auto Auction","1 year"
1865,"Ricoh Printing Systems America, Inc","2 years"
1866,"East West Bank","4 years"
1867,"Be Clean Inc","5 years"
1868,"Phoenixville Hospital","7 years"
1869,"MODENA CAPITAL","< 1 year"
1870,"Lowndes, Drosdick, Kantor","4 years"
1871,"Mikita Door and Window","5 years"
1872,"ILLINOIS SEC OF STATE","5 years"
1873,"Pensacola Christian College","3 years"
1874,"Cell Nation of Grameen Woodside Inc.","5 years"
1875,"Stanford hospital","9 years"
1876,"S. C. Johnson & Son, Inc.","9 years"
1877,"","< 1 year"
1878,"University of Washington","10+ years"
1879,"glendale memorial hospital","4 years"
1880,"WebDivisor.com","7 years"
1881,"","< 1 year"
1882,"HMS Host","2 years"
1883,"Berlitz International","10+ years"
1884,"Colorado State University","9 years"
1885,"powerline","< 1 year"
1886,"Cape Fox Lodge","4 years"
1887,"PJR Enterprises","2 years"
1888,"Flowserve","7 years"
1889,"sears","10+ years"
1890,"ipark trading,inc","2 years"
1891,"Perini Building Company","5 years"
1892,"Summit Medical Care","6 years"
1893,"CareCore National, Inc.","< 1 year"
1894,"City of Akron, Ohio","3 years"
1895,"UBS Securities LLC","5 years"
1896,"City of Des Moines (wa.)","1 year"
1897,"PWS, Inc.","10+ years"
1898,"Casino Arizona","5 years"
1899,"Homewood Lumber","4 years"
1900,"Masada Charter School","2 years"
1901,"City of Richmond","10+ years"
1902,"Cornerstone Real Estate Advisers","6 years"
1903,"Retired partially","< 1 year"
1904,"Mission Foods","< 1 year"
1905,"shands hospital at the university of florida","10+ years"
1906,"Beaver Dam Unified School District","10+ years"
1907,"The University of Texas","4 years"
1908,"shands hospital at the university of florida","< 1 year"
1909,"","< 1 year"
1910,"shweta investments","3 years"
1911,"Massachusetts Institute of Technology","10+ years"
1912,"Arts Based Elementary School","2 years"
1913,"open text corp","2 years"
1914,"Special Inspections","5 years"
1915,"SSE Inc","< 1 year"
1916,"liberty denim inc","2 years"
1917,"","3 years"
1918,"Blattner Brunner, Inc.","4 years"
1919,"Toyota","5 years"
1920,"Advantec, Inc.","< 1 year"
1921,"Criticalship, Inc","7 years"
1922,"Digiprotech Learning Systems","2 years"
1923,"Eastern Vinyl & Liner, Inc.","9 years"
1924,"UJFT","2 years"
1925,"SUNY Research Foundation","9 years"
1926,"Presbyterian Church","< 1 year"
1927,"Wachovia Bank","< 1 year"
1928,"ANS Marketing LLC","8 years"
1929,"Township of West Milford","10+ years"
1930,"Info Technologies","< 1 year"
1931,"Kaiser Permanente","3 years"
1932,"","< 1 year"
1933,"Warren Truck & Trailer","1 year"
1934,"The PrivateBank","1 year"
1935,"Automatic Data Processing Inc.","10+ years"
1936,"O'Charleys","2 years"
1937,"Estancia Churrascaria","< 1 year"
1938,"Rochester Institute of Technology","< 1 year"
1939,"LocaModa","< 1 year"
1940,"","3 years"
1941,"Corsicana ISD","< 1 year"
1942,"Andrew Corporation","1 year"
1943,"Washington Post","1 year"
1944,"Houston Independant School District","1 year"
1945,"Scottsdale Healthcare","1 year"
1946,"Igor Tsuber","1 year"
1947,"Morgelt Corporation","2 years"
1948,"Beaverton School District","1 year"
1949,"self","10+ years"
1950,"North Greenwich Financial LLC","< 1 year"
1951,"The Sagemont School","3 years"
1952,"Cucina Tagliani","< 1 year"
1953,"STS Travel","< 1 year"
1954,"ACS","< 1 year"
1955,"Goldman Sachs Group","1 year"
1956,"The College of Saint Rose","3 years"
1957,"Intelligent Decisions Inc.","3 years"
1958,"Cyber resource group inc","3 years"
1959,"Washington State Employment Security","3 years"
1960,"AFLAC","7 years"
1961,"Pioneer Property Group","< 1 year"
1962,"","< 1 year"
1963,"Snelson Co. inc","< 1 year"
1964,"","< 1 year"
1965,"Whole Foods Market","< 1 year"
1966,"First Financial Trust","< 1 year"
1967,"HERTZ EQUIPMENT RENTAL","10+ years"
1968,"University of Dreams","3 years"
1969,"Sterne Agee","< 1 year"
1970,"Washington State Employment Security Department","3 years"
1971,"PhilCorr L.L.C","< 1 year"
1972,"SNHU","< 1 year"
1973,"Cyber resource group inc","3 years"
1974,"GAP","3 years"
1975,"Collegiate Development Services","2 years"
1976,"CERTPOINT Systems","6 years"
1977,"Goldman Sachs & Co.","1 year"
1978,"PerTrac Financial Solutions","1 year"
1979,"Colorado Mountain College","1 year"
1980,"The Toro Company","1 year"
1981,"Curtis Wright","1 year"
1982,"Tri City Neurology Associates, Ltd.","1 year"
1983,"Kendall College/Laureate University","1 year"
1984,"Global services Inc.","1 year"
1985,"Funyak Landscapes","1 year"
1986,"Evergreen Packaging, Inc.","1 year"
1987,"Aquaspy Inc.","1 year"
1988,"Federal Home Loan Bank of Pittsburgh","1 year"
1989,"Roswell Park Cancer Institute","1 year"
1990,"dun-rite excavating","1 year"
1991,"Residential Opportunities Inc.","10+ years"
1992,"County of San Diego","10+ years"
1993,"gateway health plan","10+ years"
1994,"Berkshire Hathaway","10+ years"
1995,"abc supply","10+ years"
1996,"Merrill Technologies Group","10+ years"
1997,"","10+ years"
1998,"Clearfield Hospital","10+ years"
1999,"ftd","10+ years"
2000,"Travelers Insurance Company","10+ years"
2001,"Koinonia Foster Homes, Inc.","10+ years"
2002,"Veteran's Administration","10+ years"
2003,"Seattle Public Utilities","10+ years"
2004,"Weissman Nowack Curry & Wilco, PC","10+ years"
2005,"School District of Philadelphia","10+ years"
2006,"Arizona State University","10+ years"
2007,"JM Manufacturing Co.","10+ years"
2008,"McQuade's Pharmacy","10+ years"
2009,"The Dow Chemical Company","10+ years"
2010,"Baxter Healthcare","10+ years"
2011,"United Food and Commercial Workers","10+ years"
2012,"AMERICAN HONDA MOTOR CORP","10+ years"
2013,"San Manuel Tribal Gaming Commission","10+ years"
2014,"FME","10+ years"
2015,"Universal Health Services","10+ years"
2016,"Pedernales Electric","10+ years"
2017,"Gencorp Aerojet","10+ years"
2018,"G and K Services","10+ years"
2019,"VMI","10+ years"
2020,"Hitachi America, Ltd","10+ years"
2021,"UC Regents","10+ years"
2022,"ARIZONA WHOLESALE SUPPLY CO","10+ years"
2023,"United Regional Hospital","10+ years"
2024,"Washington State Ferries","10+ years"
2025,"St.Joseph Health Center","10+ years"
2026,"Integris Southwest Medical Center","10+ years"
2027,"PDX Inc.","10+ years"
2028,"Aldine ISD","10+ years"
2029,"American Airlines","10+ years"
2030,"Ryder Integrated Logistics","10+ years"
2031,"State of California","10+ years"
2032,"Kenco Logistics","2 years"
2033,"U.S. Department of the Interior","2 years"
2034,"Data Specialties Inc.","2 years"
2035,"Capehart Scatchard","2 years"
2036,"Alpine Home Health Agency","2 years"
2037,"F.C Kerbeck","2 years"
2038,"Longaro & Clarke, L.P.","2 years"
2039,"Public Health Institute","2 years"
2040,"Ecuamerica International Inc","2 years"
2041,"Cumulus Media of Danbury","3 years"
2042,"WB Engineers","3 years"
2043,"Education Management Corporation","3 years"
2044,"Anschutz Entertainment Group","3 years"
2045,"Camp Venture","3 years"
2046,"Michelin North America","3 years"
2047,"Cummins Insurance Agency","3 years"
2048,"Duke University Hospital","3 years"
2049,"Carnegie Mellon University","4 years"
2050,"Ingenix","4 years"
2051,"Department of Defence, USAF","4 years"
2052,"Autodesk","4 years"
2053,"CAMERONSEARCH STAFFING","4 years"
2054,"Clements National Co.","4 years"
2055,"Carnegie Mellon University","4 years"
2056,"Northeast Georgia Health Systems","4 years"
2057,"swagelok","4 years"
2058,"Norris, Beggs & Simpson","4 years"
2059,"Situs Ergonomics","4 years"
2060,"Jones Walker","4 years"
2061,"Sandia Corp.","4 years"
2062,"Retif","4 years"
2063,"Jones Adams Delp PC","4 years"
2064,"McKee, Marburger, & Fagnant P.C. CPA","4 years"
2065,"Texans for Todd Staples","4 years"
2066,"Solstas Lab Partners","5 years"
2067,"OATI","5 years"
2068,"Target","5 years"
2069,"St. Paul Public Schools","5 years"
2070,"Capital Merchant Solutions","5 years"
2071,"MWH Americas, INC","5 years"
2072,"JM Waller Associates","5 years"
2073,"Wintersteen & Dunning","5 years"
2074,"CT HOME MORTGAGE","5 years"
2075,"Raytheon SAS","5 years"
2076,"Metro Bankstae","5 years"
2077,"CA Technologies","5 years"
2078,"State of South Dakota","6 years"
2079,"COUNTY OF ORANGE","6 years"
2080,"Southern Wine & Spirits of Arizona","6 years"
2081,"University of North Carolina","6 years"
2082,"Lake County School District","6 years"
2083,"University of Georgia","6 years"
2084,"Independence Excavating, Inc.","6 years"
2085,"Livable Forest Fence","6 years"
2086,"CHW","6 years"
2087,"Inovis USA, Inc","6 years"
2088,"J F Shea Co., Inc.","6 years"
2089,"Buckman-Mitchell, Inc.","7 years"
2090,"","7 years"
2091,"Self Employed","7 years"
2092,"Banner Gateway Medical Center","7 years"
2093,"Millennium Dialysis Center","8 years"
2094,"City of Darien","8 years"
2095,"Accident Fund Insurance","8 years"
2096,"City of Los Angeles","8 years"
2097,"TiVo, Inc","8 years"
2098,"Nintendo of America","8 years"
2099,"Sacramento Police Department","8 years"
2100,"","8 years"
2101,"Falcon Express Lines","8 years"
2102,"Fundtech Corporation","9 years"
2103,"SoCalGas","9 years"
2104,"Mount St. Mary's University","9 years"
2105,"Anderson Financial Corporation","9 years"
2106,"City of Falls Church Police Department","9 years"
2107,"Orlando Regional Health","9 years"
2108,"Unlimited Innovations Inc.","9 years"
2109,"Maricopa County","9 years"
2110,"Fox Lake Correctional Institution","9 years"
2111,"Compleat Restorations","9 years"
2112,"Professional Cadd Services, Inc.","9 years"
2113,"CITY OF ROWLETT","9 years"
2114,"Facebook","< 1 year"
2115,"Dell","< 1 year"
2116,"","< 1 year"
2117,"MPSC","< 1 year"
2118,"","< 1 year"
2119,"Leesman Lighting","10+ years"
2120,"Shearers Foods Inc.","10+ years"
2121,"Black Box","10+ years"
2122,"EMTC Quitman","3 years"
2123,"Auburn Foreign Car","5 years"
2124,"Gulf Craft Inc.","9 years"
2125,"","1 year"
2126,"Tufts University","1 year"
2127,"Capital Technology Services Inc","1 year"
2128,"National Park Service","10+ years"
2129,"Bay Alarm","10+ years"
2130,"Meadow ISD","10+ years"
2131,"Fred F. Groff Funeral Home","10+ years"
2132,"Family Worship Center Church","10+ years"
2133,"APlus Net Solutions","10+ years"
2134,"Virginia Polytechnic Inst. & State Univ.","10+ years"
2135,"Paul Tally DDS","10+ years"
2136,"Triple A Containers, Inc.","10+ years"
2137,"Telcordia","10+ years"
2138,"grda","10+ years"
2139,"US Army","10+ years"
2140,"Pennsauken Twp","10+ years"
2141,"Boston College","10+ years"
2142,"city of white plains","10+ years"
2143,"St. Vincent's Health System","2 years"
2144,"Maricopa County Internal Audit","2 years"
2145,"Hewlett Foundation","2 years"
2146,"Elk Valley Rancheria","2 years"
2147,"INC Research","2 years"
2148,"","2 years"
2149,"Sun Microsystems Inc","3 years"
2150,"Schnitzer Steel Ind.","3 years"
2151,"Creighton School District","3 years"
2152,"ClearPointe Technology","3 years"
2153,"NetScope Inc","3 years"
2154,"dell perot systems","3 years"
2155,"fountain valley school district","3 years"
2156,"Level (3) Communications","3 years"
2157,"Memorial Hospital","4 years"
2158,"NEPC, LLC","4 years"
2159,"Turner Broadcasting","4 years"
2160,"Spring Psychological Assoc","4 years"
2161,"Sanden","4 years"
2162,"Computer Sciences Corporation","4 years"
2163,"Arden Realty, Inc","5 years"
2164,"UNIT4 CODA","5 years"
2165,"ChoiceShirts","5 years"
2166,"Siemens","5 years"
2167,"GE Capital","5 years"
2168,"Pinnacle West","5 years"
2169,"Mt. Zion Baptist Church","6 years"
2170,"American Laser Centers","6 years"
2171,"LSL CPA's","6 years"
2172,"Ransom Memorial Hospital","6 years"
2173,"Brorsen Appraisal Service, P.C.","6 years"
2174,"Midlothian ISD","6 years"
2175,"Gustave A Larson Company","6 years"
2176,"FIRST RF Corp.","7 years"
2177,"Lehigh Magnetic Imaging Center","7 years"
2178,"Guy Carpenter & Company, LLC","7 years"
2179,"NASA","7 years"
2180,"Dept. of Public Health - KY","9 years"
2181,"Barnes Jewish Hospital","9 years"
2182,"Terracon","< 1 year"
2183,"","< 1 year"
2184,"Lender Processing Services","< 1 year"
2185,"","< 1 year"
2186,"Fujitsu Consulting","< 1 year"
2187,"","10+ years"
2188,"Yale University","4 years"
2189,"Ultralife Corporation","1 year"
2190,"United States Government - CDC/NIOSH","1 year"
2191,"Lockheed Martin","1 year"
2192,"Cytec industries Inc","10+ years"
2193,"St. Francis Medical Center","10+ years"
2194,"Williams, Smith & Summers","10+ years"
2195,"URS Corporation","10+ years"
2196,"SC Law Enforcement Division","10+ years"
2197,"at&t","10+ years"
2198,"Det Norske Veritas (USA), Inc.","2 years"
2199,"U.S. Department of Agriculture","2 years"
2200,"Hansen Construction","3 years"
2201,"Heiting & Irwin","4 years"
2202,"Chicago Public Schools","4 years"
2203,"Fifth Third Bank","7 years"
2204,"Bethesda Womans Health Center","8 years"
2205,"","< 1 year"
2206,"City of Mesa","< 1 year"
2207,"Plexus","< 1 year"
2208,"Hotelicopter.com","1 year"
2209,"FG Products Inc","10+ years"
2210,"Chesterfield County Public Schools","10+ years"
2211,"ga dot","10+ years"
2212,"Wisconsin Dept. of Corrections","10+ years"
2213,"Southern California Edison","2 years"
2214,"H.I.S. Intl.","3 years"
2215,"IBM","3 years"
2216,"florida hospital","3 years"
2217,"Monitcello Central School District","4 years"
2218,"henry arnold ford co inc","5 years"
2219,"Adobe","6 years"
2220,"Great American Insurance Co","7 years"
2221,"PING Golf","7 years"
2222,"Bertling","< 1 year"
2223,"MUSTANG ENGINEERING","< 1 year"
2224,"Galesburg Cottage Hospital","2 years"
2225,"MRK Express Inc","4 years"
2226,"The Doctors Company","6 years"
2227,"Wachter Electric","7 years"
2228,"MEDDAC -AK","7 years"
2229,"Deutsche Boerse","1 year"
2230,"hawker beechcraft corporation","10+ years"
2231,"M6 Concrete Accessories","6 years"
2232,"DTE Energy Co.","1 year"
2233,"Michelle Kaufmann Designs","1 year"
2234,"Aker Solutions","1 year"
2235,"City of Aurora, IL","1 year"
2236,"IMS Pet","1 year"
2237,"LAMPE CHRYSLER DODGE JEEP RAM","1 year"
2238,"UT Southwestern","10+ years"
2239,"","10+ years"
2240,"ACTION OF ENTERPRISE","10+ years"
2241,"jamestown public schools","10+ years"
2242,"Server Admin Inc","10+ years"
2243,"Anderson Equipment","10+ years"
2244,"Milliken & Co.","10+ years"
2245,"John Muir Medical","10+ years"
2246,"Royer's Florists","10+ years"
2247,"Horizon Blue Cross Blue Shield of NJ","10+ years"
2248,"American Airlines","10+ years"
2249,"Comcast","10+ years"
2250,"Ortho Organizers","10+ years"
2251,"Metrohealth Medical Center","10+ years"
2252,"JPMorgan Chase","10+ years"
2253,"Pierce County","10+ years"
2254,"Bechtel","10+ years"
2255,"united states postal service","10+ years"
2256,"Independence Insurance Agency","10+ years"
2257,"Art Center College of Design","10+ years"
2258,"Health Science Associates","10+ years"
2259,"The Stone Companies","10+ years"
2260,"","10+ years"
2261,"department of public safety","10+ years"
2262,"United States Postal Service","10+ years"
2263,"Global Prairie","2 years"
2264,"Avenal State Prison","2 years"
2265,"Security Business Bank","2 years"
2266,"DMD, LLC","2 years"
2267,"ArcherPoint","2 years"
2268,"Northeast Georgia Health Systlems","2 years"
2269,"Access Group","2 years"
2270,"double barrel environmental services, in","2 years"
2271,"Wolf and Company","2 years"
2272,"Ollis & Co","3 years"
2273,"Altep, Inc","3 years"
2274,"Sanger & Eby","3 years"
2275,"Good Samaritan Hospital","3 years"
2276,"Boehringer Ingelheim","3 years"
2277,"International Greetings","4 years"
2278,"Lake Hills Inn","4 years"
2279,"GE","4 years"
2280,"State of Georgia--DOAS State Purchasing","4 years"
2281,"Logigear Corporation","4 years"
2282,"Zengo Restaurant","4 years"
2283,"Banfield Pet Hospital","4 years"
2284,"The Weglarz Co.","4 years"
2285,"Streamline Technologies","4 years"
2286,"Minerals Management Service","5 years"
2287,"Shinwa USA","5 years"
2288,"City of Hemet Fire Dept","5 years"
2289,"SD School F/T Blind and Visually Impaired","5 years"
2290,"Marsh","5 years"
2291,"Southern Colorado Critical Care Nurses,","5 years"
2292,"Wesco Aircraft","5 years"
2293,"","5 years"
2294,"Jamar","6 years"
2295,"Gavial Eng & Mfg","6 years"
2296,"EWI Worldwide","7 years"
2297,"Jerry's Sandwiches LLC","7 years"
2298,"Battelle","7 years"
2299,"USACE","8 years"
2300,"ASM","8 years"
2301,"Publix","9 years"
2302,"Progression inc","9 years"
2303,"Insight Enterprises, Inc.","9 years"
2304,"Phams Car Care Center, Inc.","9 years"
2305,"State of Ohio","< 1 year"
2306,"couch distributing","< 1 year"
2307,"RELO Direct","< 1 year"
2308,"Blackbaud, Inc.","< 1 year"
2309,"Retired","< 1 year"
2310,"Respironics/ Phillips","< 1 year"
2311,"Pacific Vascular, Inc","10+ years"
2312,"Internal Revenue Service","10+ years"
2313,"Oak Patch Gifts","10+ years"
2314,"University of Kansas","4 years"
2315,"u of m","7 years"
2316,"Meadow Electric","1 year"
2317,"Tema Oil & Gas","1 year"
2318,"Nielsen","1 year"
2319,"dacotah bank","10+ years"
2320,"LoJack Corporation","10+ years"
2321,"Martin Limestone Inc","10+ years"
2322,"Securitas Security Services USA, Inc.","10+ years"
2323,"HCA IT&S FIELD OPER, INC","10+ years"
2324,"UHS Hospitals, Inc.","10+ years"
2325,"","2 years"
2326,"AASHE","2 years"
2327,"Best Buy","2 years"
2328,"Family Eye Care Center","2 years"
2329,"Intersections Inc.","2 years"
2330,"Gilmer & Associates","2 years"
2331,"Goodroe HealthCare Solutions, VHA Inc.","2 years"
