"member_id","state_id","emp_id","annual_income","dti","home_ownership"
1222324,1196,1196,45600,0.1934,"OWN"
1089102,1197,1197,35000,0.1413,"OWN"
896396,1198,1198,48000,0.0342,"OWN"
1049316,1199,1199,57600,0.1817,"RENT"
1010459,1200,1200,40560,0.2112,"RENT"
1106278,1201,1201,24000,0.026,"RENT"
961619,1202,1202,62400,0.1277,"RENT"
1234353,1203,1203,66000,0.0573,"RENT"
751216,1204,1204,26400,0.0377,"RENT"
1021821,1205,1205,28800,0.1671,"RENT"
793828,1206,1206,65000,0.0462,"RENT"
1069717,1207,1207,86400,0.0894,"RENT"
862046,1208,1208,43596,0.0295,"RENT"
707367,1209,1209,24000,0.0805,"RENT"
1039051,1210,1210,105000,0.0751,"RENT"
1054396,1211,1211,55460,0.0682,"MORTGAGE"
852567,1212,1212,67200,0.1211,"RENT"
862372,1213,1213,59385.6,0.0358,"MORTGAGE"
766388,1214,1214,78000,0.2098,"MORTGAGE"
859432,1215,1215,99996,0.17,"MORTGAGE"
935103,1216,1216,23328,0.2068,"MORTGAGE"
1186767,1217,1217,48000,0.1818,"MORTGAGE"
975328,1218,1218,107000,0.071,"MORTGAGE"
833385,1219,1219,45600,0.1147,"MORTGAGE"
906077,1220,1220,54000,0.1353,"MORTGAGE"
875936,1221,1221,78996,0.1947,"MORTGAGE"
1214209,1222,1222,54000,0.0262,"MORTGAGE"
726798,1223,1223,108000,0.179,"MORTGAGE"
750085,1224,1224,104400,0.0825,"MORTGAGE"
771688,1225,1225,87054.72,0.2327,"MORTGAGE"
715839,1226,1226,57600,0.23,"MORTGAGE"
766399,1227,1227,99600,0.0904,"MORTGAGE"
873178,1228,1228,94000,0.0382,"MORTGAGE"
1275976,1229,1229,84000,0.105,"MORTGAGE"
906912,1230,1230,50000,0.0622,"MORTGAGE"
934850,1231,1231,194808,0.1389,"MORTGAGE"
841498,1232,1232,78000,0.1418,"MORTGAGE"
887552,1233,1233,52800,0.0245,"MORTGAGE"
909966,1234,1234,61200,0.202,"MORTGAGE"
813862,1235,1235,32500,0.058,"MORTGAGE"
936482,1236,1236,102000,0.1381,"MORTGAGE"
936822,1237,1237,52008,0.0934,"MORTGAGE"
926048,1238,1238,33600,0.1418,"MORTGAGE"
758498,1239,1239,65000,0.1278,"MORTGAGE"
1011136,1240,1240,93408,0.1408,"MORTGAGE"
826458,1241,1241,102000,0.1649,"MORTGAGE"
1187806,1242,1242,36000,0.1253,"MORTGAGE"
807874,1243,1243,40000,0.0162,"MORTGAGE"
943038,1244,1244,72000,0.0317,"MORTGAGE"
806579,1245,1245,49200,0.1234,"MORTGAGE"
794673,1246,1246,120000,0.0381,"MORTGAGE"
1207471,1247,1247,132000,0.1446,"MORTGAGE"
789832,1248,1248,65000,0.1868,"MORTGAGE"
873766,1249,1249,93600,0.1379,"MORTGAGE"
871760,1250,1250,42900,0.0783,"MORTGAGE"
969968,1251,1251,24720,0,"MORTGAGE"
681283,1252,1252,28800,0.0054,"MORTGAGE"
831480,1253,1253,100000,0.0172,"MORTGAGE"
858783,1254,1254,78000,0.1254,"MORTGAGE"
1066652,1255,1255,98000,0.1188,"MORTGAGE"
757717,1256,1256,28800,0.0833,"MORTGAGE"
941588,1257,1257,46800,0.0128,"MORTGAGE"
743229,1258,1258,27600,0.1396,"MORTGAGE"
815259,1259,1259,86400,0.0967,"MORTGAGE"
753773,1260,1260,93600,0.2094,"MORTGAGE"
879297,1261,1261,96000,0.0934,"MORTGAGE"
990269,1262,1262,42000,0.1117,"MORTGAGE"
862638,1263,1263,55680,0.2502,"MORTGAGE"
710401,1264,1264,68196,0.2076,"MORTGAGE"
855460,1265,1265,59496,0.1626,"MORTGAGE"
886536,1266,1266,52500,0.1376,"MORTGAGE"
788393,1267,1267,50000,0.0223,"MORTGAGE"
834198,1268,1268,140820,0.0419,"MORTGAGE"
844986,1269,1269,28000,0.0519,"MORTGAGE"
1011238,1270,1270,78000,0.0898,"MORTGAGE"
1251139,1271,1271,100000,0.1246,"MORTGAGE"
860808,1272,1272,46800,0.0362,"MORTGAGE"
994851,1273,1273,64500,0.0415,"MORTGAGE"
966718,1274,1274,50220,0.1252,"MORTGAGE"
898573,1275,1275,36000,0.0417,"MORTGAGE"
977669,1276,1276,119153,0.0806,"MORTGAGE"
861608,1277,1277,43920,0.1571,"MORTGAGE"
868604,1278,1278,90000,0.0228,"MORTGAGE"
770068,1279,1279,79200,0.0191,"OWN"
951457,1280,1280,51600,0.2742,"OWN"
689222,1281,1281,50000,0.0405,"OWN"
688581,1282,1282,67000,0.1856,"OWN"
903783,1283,1283,42000,0.2046,"OWN"
1215203,1284,1284,100800,0.187,"OWN"
855255,1285,1285,48000,0.059,"OWN"
902476,1286,1286,12582,0.1049,"OWN"
707487,1287,1287,19632,0.217,"OWN"
777782,1288,1288,52000,0.015,"RENT"
748842,1289,1289,32000,0.1343,"RENT"
773424,1290,1290,70000,0.103,"RENT"
906922,1291,1291,24100,0.0025,"RENT"
929945,1292,1292,84000,0.1779,"RENT"
956066,1293,1293,66000,0.2769,"RENT"
865482,1294,1294,32140.8,0.0855,"RENT"
791506,1295,1295,45000,0.1901,"RENT"
910826,1296,1296,62500,0.0962,"RENT"
706112,1297,1297,40000,0.0492,"RENT"
897433,1298,1298,26928,0.1047,"RENT"
847889,1299,1299,38000,0.1702,"RENT"
922361,1300,1300,48000,0.0928,"RENT"
1186334,1301,1301,36960,0.161,"RENT"
736802,1302,1302,63996,0.1039,"RENT"
677053,1303,1303,40000,0.0125,"RENT"
736157,1304,1304,22800,0.0484,"RENT"
899357,1305,1305,48000,0.0947,"RENT"
942573,1306,1306,36000,0.1003,"RENT"
708445,1307,1307,92400,0.2014,"RENT"
722817,1308,1308,12000,0.011,"RENT"
717381,1309,1309,36320,0.0225,"RENT"
923687,1310,1310,45600,0.1121,"RENT"
809026,1311,1311,43000,0.0728,"RENT"
1232732,1312,1312,37200,0.1816,"RENT"
926737,1313,1313,56000,0.1136,"RENT"
935010,1314,1314,36960,0.1844,"RENT"
955209,1315,1315,24600,0.1015,"RENT"
1030123,1316,1316,60000,0.1524,"RENT"
717766,1317,1317,36500,0.0041,"RENT"
707009,1318,1318,52000,0.0215,"RENT"
759025,1319,1319,69600,0.0488,"RENT"
1084848,1320,1320,24000,0.1245,"RENT"
946993,1321,1321,14000,0.03,"RENT"
896091,1322,1322,57000,0.1535,"RENT"
790795,1323,1323,16800,0.175,"RENT"
833662,1324,1324,34800,0.2117,"RENT"
1092849,1325,1325,45600,0.2374,"RENT"
690035,1326,1326,21600,0.1222,"RENT"
1234849,1327,1327,82400,0.1583,"RENT"
917435,1328,1328,100000,0.0152,"RENT"
962190,1329,1329,60000,0.1158,"RENT"
727315,1330,1330,72000,0.226,"RENT"
904215,1331,1331,42000,0.052,"RENT"
753990,1332,1332,35000,0.1245,"RENT"
691944,1333,1333,61543.2,0.048,"RENT"
882405,1334,1334,36000,0.1707,"RENT"
912381,1335,1335,24000,0.225,"RENT"
761837,1336,1336,31200,0.1038,"RENT"
749467,1337,1337,33000,0.0327,"RENT"
939967,1338,1338,51600,0.0893,"RENT"
736213,1339,1339,49920,0.0231,"RENT"
872121,1340,1340,78000,0.0982,"RENT"
922112,1341,1341,32000,0.0244,"RENT"
871773,1342,1342,42000,0.1089,"RENT"
734012,1343,1343,25200,0.1405,"RENT"
906814,1344,1344,140000,0.1065,"RENT"
900812,1345,1345,12000,0.167,"RENT"
979216,1346,1346,40000,0.0351,"RENT"
690793,1347,1347,33600,0.0113,"RENT"
756423,1348,1348,51000,0.1758,"MORTGAGE"
882135,1349,1349,49992,0.1839,"MORTGAGE"
847697,1350,1350,90000,0.1283,"MORTGAGE"
889766,1351,1351,87192,0.1299,"MORTGAGE"
880886,1352,1352,77000,0.1978,"RENT"
1089020,1353,1353,79968,0.1336,"RENT"
1086728,1354,1354,57600,0.1038,"RENT"
911672,1355,1355,60000,0.1044,"MORTGAGE"
823282,1356,1356,39000,0.2102,"MORTGAGE"
1046168,1357,1357,93600,0.1736,"MORTGAGE"
735473,1358,1358,94020,0.0175,"MORTGAGE"
940602,1359,1359,72000,0.1083,"MORTGAGE"
805930,1360,1360,70000,0.0941,"MORTGAGE"
995195,1361,1361,160000,0.1497,"MORTGAGE"
1249076,1362,1362,72800,0.1304,"MORTGAGE"
994301,1363,1363,48000,0.132,"MORTGAGE"
782107,1364,1364,43200,0.0108,"OWN"
768511,1365,1365,21552,0.0457,"RENT"
677733,1366,1366,103000,0.1709,"RENT"
940653,1367,1367,13800,0.0965,"RENT"
1077909,1368,1368,75000,0.0352,"RENT"
853976,1369,1369,82992,0.18,"RENT"
857273,1370,1370,53000,0.1431,"RENT"
886162,1371,1371,58000,0.2141,"RENT"
869819,1372,1372,88000,0.0762,"RENT"
1213555,1373,1373,27600,0.1074,"RENT"
972480,1374,1374,66000,0.2973,"MORTGAGE"
1248681,1375,1375,118392,0.0975,"MORTGAGE"
667995,1376,1376,234996,0.1251,"MORTGAGE"
711964,1377,1377,168000,0.0968,"MORTGAGE"
868246,1378,1378,98899.39,0.1069,"MORTGAGE"
914234,1379,1379,33600,0.0775,"MORTGAGE"
724205,1380,1380,96000,0.0053,"MORTGAGE"
670169,1381,1381,63945,0.1364,"MORTGAGE"
754831,1382,1382,108396,0.0277,"MORTGAGE"
667915,1383,1383,104860,0.0081,"MORTGAGE"
979117,1384,1384,91500,0.122,"MORTGAGE"
1087011,1385,1385,146760,0.2979,"MORTGAGE"
947814,1386,1386,60000,0.0924,"MORTGAGE"
714815,1387,1387,72000,0.0685,"MORTGAGE"
910317,1388,1388,103000,0.1425,"MORTGAGE"
932052,1389,1389,48000,0.2138,"MORTGAGE"
812710,1390,1390,62000,0.1643,"MORTGAGE"
808273,1391,1391,124000,0.0692,"MORTGAGE"
721954,1392,1392,46992,0.1507,"MORTGAGE"
937478,1393,1393,75000,0.2699,"MORTGAGE"
863723,1394,1394,86000,0.1739,"MORTGAGE"
831659,1395,1395,42000,0.1757,"MORTGAGE"
916754,1396,1396,34200,0.2256,"MORTGAGE"
1035808,1397,1397,92000,0.2293,"MORTGAGE"
897931,1398,1398,59000,0.2915,"MORTGAGE"
714866,1399,1399,72000,0.0033,"MORTGAGE"
1104595,1400,1400,96000,0.2218,"MORTGAGE"
797144,1401,1401,118000,0.0452,"MORTGAGE"
918504,1402,1402,62000,0.2042,"MORTGAGE"
813684,1403,1403,96000,0.1357,"MORTGAGE"
714371,1404,1404,102000,0.1791,"MORTGAGE"
869560,1405,1405,96000,0.0463,"MORTGAGE"
908414,1406,1406,69600,0.1384,"MORTGAGE"
1018430,1407,1407,60000,0.143,"MORTGAGE"
874230,1408,1408,82500,0.1139,"MORTGAGE"
1237664,1409,1409,96000,0.2284,"MORTGAGE"
1280188,1410,1410,62400,0.1656,"MORTGAGE"
922564,1411,1411,49992,0.0783,"MORTGAGE"
718539,1412,1412,39600,0.1361,"MORTGAGE"
770781,1413,1413,158400,0.081,"MORTGAGE"
689558,1414,1414,80000,0.1435,"MORTGAGE"
901693,1415,1415,65667,0.2546,"MORTGAGE"
850098,1416,1416,31920,0.1068,"MORTGAGE"
837522,1417,1417,37200,0.1048,"MORTGAGE"
769970,1418,1418,84996,0.2283,"MORTGAGE"
956839,1419,1419,204000,0.1695,"MORTGAGE"
925894,1420,1420,37680,0.1873,"MORTGAGE"
943127,1421,1421,60000,0.1922,"MORTGAGE"
840295,1422,1422,27600,0.1683,"MORTGAGE"
750430,1423,1423,90000,0.0088,"MORTGAGE"
938784,1424,1424,62000,0.2396,"MORTGAGE"
906471,1425,1425,124800,0.1596,"MORTGAGE"
1087516,1426,1426,85000,0.0496,"MORTGAGE"
781886,1427,1427,71800,0.1045,"MORTGAGE"
752034,1428,1428,74760,0.0799,"MORTGAGE"
735771,1429,1429,90000,0.0604,"OWN"
718855,1430,1430,78000,0.1846,"OWN"
979931,1431,1431,55000,0.1292,"OWN"
664975,1432,1432,70500,0.1886,"RENT"
712305,1433,1433,44400,0.0624,"RENT"
872922,1434,1434,55000,0.1475,"RENT"
841969,1435,1435,45000,0.1325,"RENT"
760922,1436,1436,57600,0.0338,"RENT"
1007152,1437,1437,60000,0.0408,"RENT"
788847,1438,1438,30600,0.1055,"RENT"
847982,1439,1439,48000,0.2795,"RENT"
1142724,1440,1440,43000,0.0569,"RENT"
1064879,1441,1441,60000,0.0352,"RENT"
765809,1442,1442,64000,0.2261,"RENT"
759128,1443,1443,38760,0.1412,"RENT"
797421,1444,1444,51600,0.0251,"RENT"
801616,1445,1445,18000,0.172,"RENT"
766589,1446,1446,22800,0.1611,"RENT"
823733,1447,1447,70200,0.0299,"MORTGAGE"
717046,1448,1448,27000,0.0089,"MORTGAGE"
1079804,1449,1449,70800,0.0778,"MORTGAGE"
1026572,1450,1450,48000,0.191,"MORTGAGE"
1000346,1451,1451,53280,0.0784,"MORTGAGE"
1084412,1452,1452,33360,0.018,"MORTGAGE"
1023625,1453,1453,53640,0.1911,"MORTGAGE"
1098342,1454,1454,51721,0.2773,"MORTGAGE"
990553,1455,1455,84000,0.081,"MORTGAGE"
1003122,1456,1456,55200,0.1015,"MORTGAGE"
1057947,1457,1457,72000,0.0755,"MORTGAGE"
977598,1458,1458,50000,0.0283,"MORTGAGE"
1049353,1459,1459,36000,0.262,"MORTGAGE"
1263946,1460,1460,64800,0.2661,"MORTGAGE"
1032564,1461,1461,93000,0.1412,"MORTGAGE"
1277523,1462,1462,106800,0.066,"MORTGAGE"
1207994,1463,1463,88000,0.1274,"MORTGAGE"
1136006,1464,1464,90000,0.1683,"MORTGAGE"
954133,1465,1465,41520,0.1139,"OWN"
1067857,1466,1466,60000,0.1062,"OWN"
1275196,1467,1467,33840,0.1482,"OWN"
1243195,1468,1468,40000,0.0129,"RENT"
1006619,1469,1469,33600,0.1743,"RENT"
924106,1470,1470,66000,0.0484,"RENT"
957779,1471,1471,32400,0.2122,"RENT"
1239510,1472,1472,19200,0.0713,"RENT"
1033930,1473,1473,96000,0.1553,"RENT"
1034332,1474,1474,30000,0.0556,"RENT"
1022557,1475,1475,49200,0.1963,"RENT"
1010614,1476,1476,25200,0.1414,"OWN"
1052558,1477,1477,37080,0.2094,"MORTGAGE"
958037,1478,1478,67200,0.0768,"MORTGAGE"
957009,1479,1479,88992,0,"MORTGAGE"
1034584,1480,1480,72500,0.2402,"MORTGAGE"
963079,1481,1481,25200,0.2476,"OWN"
1098645,1482,1482,110000,0.0435,"OWN"
935790,1483,1483,24000,0.1105,"RENT"
1278737,1484,1484,49200,0.0471,"RENT"
1234873,1485,1485,36000,0.0883,"RENT"
954624,1486,1486,44400,0.2995,"RENT"
1061804,1487,1487,46000,0.0383,"RENT"
1284174,1488,1488,51008,0.0814,"RENT"
1042662,1489,1489,18000,0.1053,"RENT"
1110079,1490,1490,62400,0.2312,"RENT"
967982,1491,1491,68400,0.2556,"MORTGAGE"
1233122,1492,1492,79200,0.2253,"MORTGAGE"
1042208,1493,1493,60000,0.0534,"MORTGAGE"
1262556,1494,1494,100000,0.1001,"MORTGAGE"
1274849,1495,1495,100000,0.1884,"OWN"
949031,1496,1496,57600,0.1208,"RENT"
995023,1497,1497,72000,0.0843,"MORTGAGE"
1296599,1498,1498,24000,0.2765,"RENT"
1304956,1499,1499,15000,0.1256,"RENT"
1304821,1500,1500,50000,0.1118,"OWN"
1273773,1501,1501,92000,0.2944,"MORTGAGE"
1278806,1502,1502,25000,0.1219,"RENT"
1291365,1503,1503,34000,0.0635,"RENT"
1304589,1504,1504,41000,0.118,"RENT"
1304171,1505,1505,60000,0.1274,"RENT"
1302485,1506,1506,110000,0.1571,"RENT"
1303909,1507,1507,46000,0.0811,"RENT"
1302790,1508,1508,81000,0.2052,"RENT"
1274517,1509,1509,51400,0.1914,"RENT"
1303718,1510,1510,61000,0.1188,"OWN"
1303486,1511,1511,44000,0.1879,"MORTGAGE"
1299004,1512,1512,50000,0.2057,"RENT"
1302869,1513,1513,68000,0.1539,"RENT"
1282013,1514,1514,42000,0.0986,"RENT"
1303379,1515,1515,35000,0.1135,"RENT"
1303163,1516,1516,62000,0.2394,"RENT"
1302938,1517,1517,43680,0.0538,"MORTGAGE"
1303001,1518,1518,85000,0.2058,"RENT"
1303143,1519,1519,45000,0.2131,"MORTGAGE"
1300833,1520,1520,135000,0.0612,"RENT"
1302930,1521,1521,50000,0.0818,"MORTGAGE"
1302365,1522,1522,75000,0.2414,"RENT"
1287293,1523,1523,35000,0.097,"MORTGAGE"
1302588,1524,1524,67000,0.1415,"MORTGAGE"
1299784,1525,1525,70000,0.2321,"RENT"
1302549,1526,1526,33000,0.0975,"RENT"
1291305,1527,1527,30000,0.158,"RENT"
1302299,1528,1528,62000,0.1771,"RENT"
1302467,1529,1529,90000,0.0297,"RENT"
1302472,1530,1530,41000,0.2985,"RENT"
1276836,1531,1531,82000,0.1768,"RENT"
1302174,1532,1532,80000,0.1818,"MORTGAGE"
1302371,1533,1533,25000,0.2189,"RENT"
1301487,1534,1534,25000,0.0173,"RENT"
1302322,1535,1535,34000,0.1828,"RENT"
1289083,1536,1536,40000,0.15,"RENT"
1291030,1537,1537,70000,0.1678,"MORTGAGE"
1294350,1538,1538,36000,0.2293,"MORTGAGE"
1301944,1539,1539,135000,0.1212,"RENT"
1301703,1540,1540,30000,0.1552,"RENT"
1301465,1541,1541,74000,0.0889,"MORTGAGE"
1301654,1542,1542,60000,0.1084,"RENT"
1301534,1543,1543,34000,0.1451,"RENT"
1301527,1544,1544,44200,0.2169,"MORTGAGE"
1301015,1545,1545,36000,0.1933,"MORTGAGE"
1289006,1546,1546,30000,0.2488,"RENT"
1299103,1547,1547,105000,0.1398,"MORTGAGE"
1284024,1548,1548,45000,0.076,"MORTGAGE"
1299754,1549,1549,69600,0.2622,"MORTGAGE"
1293857,1550,1550,75000,0.1162,"RENT"
1300476,1551,1551,70000,0.0269,"RENT"
1300506,1552,1552,45000,0.2685,"RENT"
1293522,1553,1553,71000,0.1487,"RENT"
1300453,1554,1554,135000,0.1212,"RENT"
1300438,1555,1555,63000,0.0735,"MORTGAGE"
1300594,1556,1556,39000,0.1831,"RENT"
1300547,1557,1557,75000,0.1251,"OWN"
1300323,1558,1558,50000,0.0588,"MORTGAGE"
1300209,1559,1559,78000,0.07,"RENT"
1292952,1560,1560,70000,0.1404,"RENT"
1299228,1561,1561,84000,0.1141,"MORTGAGE"
1299858,1562,1562,68000,0.0708,"MORTGAGE"
1293268,1563,1563,80000,0.1635,"RENT"
1299839,1564,1564,43000,0.1158,"RENT"
1299834,1565,1565,150000,0.0248,"RENT"
1298879,1566,1566,50000,0.1322,"RENT"
1299812,1567,1567,35000,0.2235,"OWN"
1299597,1568,1568,40000,0.2439,"RENT"
1299593,1569,1569,100000,0.1235,"RENT"
1299576,1570,1570,60000,0.2256,"RENT"
1291082,1571,1571,61000,0.0892,"RENT"
1299463,1572,1572,43680,0.1879,"RENT"
1299434,1573,1573,56000,0.1215,"MORTGAGE"
1299450,1574,1574,50700,0.2249,"RENT"
1299408,1575,1575,90000,0.1132,"RENT"
1299343,1576,1576,30000,0.072,"RENT"
1291550,1577,1577,50000,0.2282,"RENT"
1299180,1578,1578,32000,0.2183,"RENT"
1299321,1579,1579,34000,0.2139,"RENT"
1298984,1580,1580,70000,0.0621,"MORTGAGE"
1298830,1581,1581,91000,0.2341,"MORTGAGE"
1298795,1582,1582,60000,0.2004,"RENT"
1298745,1583,1583,65000,0.0441,"RENT"
1298673,1584,1584,42000,0.0434,"RENT"
1298502,1585,1585,50000,0.1906,"RENT"
1298492,1586,1586,52000,0.1297,"RENT"
1298460,1587,1587,85000,0.1715,"MORTGAGE"
1298453,1588,1588,80000,0.033,"RENT"
1298624,1589,1589,40246,0.1708,"MORTGAGE"
1298623,1590,1590,31200,0.1235,"RENT"
1294981,1591,1591,90000,0.1219,"RENT"
1298604,1592,1592,90000,0.1367,"RENT"
1298584,1593,1593,67000,0.2101,"RENT"
1296478,1594,1594,30000,0.1012,"MORTGAGE"
1289361,1595,1595,50000,0.1634,"RENT"
1298326,1596,1596,100500,0.1456,"MORTGAGE"
1298287,1597,1597,47000,0.191,"MORTGAGE"
1298262,1598,1598,39600,0.0509,"RENT"
1296243,1599,1599,42000,0.0626,"RENT"
1297994,1600,1600,72500,0.2792,"RENT"
1296072,1601,1601,46000,0.079,"RENT"
1296671,1602,1602,65000,0.0882,"RENT"
1296451,1603,1603,48000,0.131,"RENT"
1296635,1604,1604,82000,0.2159,"MORTGAGE"
1293876,1605,1605,38000,0.1964,"MORTGAGE"
1296397,1606,1606,33000,0.188,"OWN"
1294119,1607,1607,36000,0.1633,"MORTGAGE"
1296543,1608,1608,70197,0.0658,"MORTGAGE"
1272109,1609,1609,44000,0.1991,"RENT"
1296083,1610,1610,38500,0.1306,"RENT"
1296075,1611,1611,70000,0.215,"MORTGAGE"
1296216,1612,1612,105000,0.2113,"RENT"
1294556,1613,1613,60000,0.1806,"RENT"
1295626,1614,1614,100000,0.0658,"MORTGAGE"
1291351,1615,1615,75000,0.1613,"RENT"
1295743,1616,1616,90000,0.0524,"RENT"
1293888,1617,1617,68500,0.1817,"RENT"
1295491,1618,1618,70000,0.1257,"RENT"
1295111,1619,1619,68000,0.0909,"RENT"
1293329,1620,1620,43000,0.1524,"RENT"
1265811,1621,1621,98000,0.1963,"OWN"
1295377,1622,1622,62500,0.1655,"RENT"
1295378,1623,1623,95000,0.1797,"MORTGAGE"
1295369,1624,1624,72800,0.2464,"MORTGAGE"
1295340,1625,1625,83200,0.1703,"RENT"
1294454,1626,1626,48500,0.1091,"RENT"
1294487,1627,1627,24000,0.1995,"MORTGAGE"
1294623,1628,1628,28000,0.0849,"RENT"
1294525,1629,1629,92000,0.2168,"MORTGAGE"
1294524,1630,1630,70000,0.2021,"RENT"
1294520,1631,1631,49000,0.1839,"MORTGAGE"
1293579,1632,1632,60000,0.1452,"RENT"
1294281,1633,1633,120000,0.1052,"MORTGAGE"
1294396,1634,1634,80000,0.0474,"MORTGAGE"
1289015,1635,1635,70000,0.1392,"RENT"
1294029,1636,1636,51360,0.1661,"RENT"
1293201,1637,1637,44475,0.1711,"OWN"
1294204,1638,1638,85000,0.0909,"RENT"
1293213,1639,1639,80000,0.1966,"RENT"
1294107,1640,1640,28000,0.1693,"RENT"
1292392,1641,1641,80000,0.2682,"MORTGAGE"
1294043,1642,1642,110000,0.0267,"MORTGAGE"
1290624,1643,1643,59400,0.1917,"RENT"
1287750,1644,1644,106000,0.1209,"MORTGAGE"
1291011,1645,1645,51000,0.2085,"RENT"
1293812,1646,1646,93000,0.1346,"MORTGAGE"
1293952,1647,1647,85000,0.0702,"RENT"
1270140,1648,1648,30000,0.072,"RENT"
1293749,1649,1649,110000,0.1355,"RENT"
1293671,1650,1650,99600,0.1995,"MORTGAGE"
1293608,1651,1651,19498,0.1834,"RENT"
1293371,1652,1652,45000,0.2261,"RENT"
1291176,1653,1653,35000,0.1646,"RENT"
1283117,1654,1654,25279.67,0.168,"RENT"
1293319,1655,1655,68000,0.1798,"RENT"
1292169,1656,1656,85000,0.1511,"RENT"
1291490,1657,1657,19200,0.1956,"OWN"
1292165,1658,1658,30000,0.1936,"RENT"
1293007,1659,1659,35000,0.2239,"RENT"
1292688,1660,1660,69000,0.1802,"RENT"
1292820,1661,1661,32000,0.1695,"RENT"
1292930,1662,1662,33000,0.1269,"RENT"
1293130,1663,1663,75000,0.1675,"RENT"
1292925,1664,1664,77400,0.2005,"MORTGAGE"
1292700,1665,1665,90000,0.0876,"MORTGAGE"
1292651,1666,1666,70000,0.1776,"MORTGAGE"
1292796,1667,1667,235000,0.0908,"MORTGAGE"
1289809,1668,1668,36000,0.096,"RENT"
1292806,1669,1669,26000,0.1283,"RENT"
1292714,1670,1670,30000,0.1568,"RENT"
1292305,1671,1671,67500,0.2484,"RENT"
1292536,1672,1672,41500,0.1507,"RENT"
1292527,1673,1673,60000,0.1774,"RENT"
1292466,1674,1674,80000,0.0651,"RENT"
1292507,1675,1675,42000,0.2149,"RENT"
1292503,1676,1676,50000,0.1342,"MORTGAGE"
1292297,1677,1677,70000,0.167,"RENT"
1291186,1678,1678,36000,0.2303,"RENT"
1292208,1679,1679,50000,0.2767,"RENT"
1286844,1680,1680,123000,0.1934,"MORTGAGE"
1292364,1681,1681,31000,0.2686,"RENT"
1292336,1682,1682,42000,0.1569,"RENT"
1292120,1683,1683,65000,0.1464,"RENT"
1291810,1684,1684,48000,0.2068,"OWN"
1291660,1685,1685,61000,0.1767,"MORTGAGE"
1287194,1686,1686,106000,0.1572,"RENT"
1283783,1687,1687,48880,0.2195,"RENT"
1291723,1688,1688,60000,0.1198,"MORTGAGE"
1291552,1689,1689,65000,0.1499,"RENT"
1288802,1690,1690,38000,0.1383,"RENT"
1291520,1691,1691,108000,0.2786,"MORTGAGE"
1291248,1692,1692,55000,0.1702,"RENT"
1291207,1693,1693,30000,0.1872,"OWN"
1291327,1694,1694,42000,0.0506,"RENT"
1290534,1695,1695,80000,0.1665,"OWN"
1291115,1696,1696,40000,0.2436,"RENT"
1291136,1697,1697,38200,0.1709,"RENT"
1287564,1698,1698,37000,0.2014,"RENT"
1290892,1699,1699,38000,0.1434,"RENT"
1291122,1700,1700,235000,0.1408,"MORTGAGE"
1290878,1701,1701,70000,0.2011,"MORTGAGE"
1290866,1702,1702,50000,0.246,"RENT"
1291025,1703,1703,55000,0.1909,"RENT"
1284117,1704,1704,97600,0.0797,"RENT"
1290830,1705,1705,45000,0.1131,"RENT"
1290838,1706,1706,60000,0.1838,"RENT"
1290814,1707,1707,74000,0.1584,"MORTGAGE"
1290775,1708,1708,91500,0.1167,"RENT"
1261865,1709,1709,16000,0.1875,"RENT"
1290916,1710,1710,38400,0.0934,"MORTGAGE"
1290741,1711,1711,80952,0.1279,"RENT"
1283978,1712,1712,70000,0.1378,"RENT"
1290374,1713,1713,80000,0.2005,"MORTGAGE"
1290346,1714,1714,45500,0.0878,"MORTGAGE"
1258592,1715,1715,19200,0.1319,"RENT"
1290108,1716,1716,120000,0.139,"RENT"
1290082,1717,1717,110000,0.0869,"MORTGAGE"
1290230,1718,1718,34000,0.1751,"RENT"
1287242,1719,1719,40000,0.052,"RENT"
1290197,1720,1720,45000,0.0421,"RENT"
1290056,1721,1721,36000,0.14,"RENT"
1290037,1722,1722,50000,0.091,"RENT"
1289979,1723,1723,67500,0.093,"RENT"
1277494,1724,1724,60000,0.0408,"RENT"
1289935,1725,1725,55000,0.2389,"MORTGAGE"
1289896,1726,1726,30000,0.232,"RENT"
1289905,1727,1727,30000,0.1584,"RENT"
1289962,1728,1728,160000,0.1181,"RENT"
1283480,1729,1729,59000,0.0462,"MORTGAGE"
1289876,1730,1730,35000,0.1258,"MORTGAGE"
1289862,1731,1731,65000,0.2348,"MORTGAGE"
1289701,1732,1732,44400,0.1311,"RENT"
1289704,1733,1733,61500,0.1251,"RENT"
1289824,1734,1734,46000,0.1863,"MORTGAGE"
1289647,1735,1735,100000,0.1,"MORTGAGE"
1289783,1736,1736,70000,0.2251,"MORTGAGE"
1285528,1737,1737,77000,0.2478,"RENT"
1289569,1738,1738,90000,0.0859,"RENT"
1286822,1739,1739,42000,0.1011,"RENT"
1289517,1740,1740,35000,0.2379,"RENT"
1289185,1741,1741,67000,0.1655,"RENT"
1288886,1742,1742,66000,0.1567,"RENT"
1289248,1743,1743,100000,0.096,"RENT"
1289487,1744,1744,40000,0.1275,"OWN"
1289007,1745,1745,103000,0.197,"MORTGAGE"
1289174,1746,1746,42000,0.1769,"MORTGAGE"
1289385,1747,1747,43000,0.2051,"RENT"
1289153,1748,1748,32000,0.243,"OWN"
1289138,1749,1749,24000,0.228,"RENT"
